file,key,old,new,flip
benchmark_target_swap_summary.json,G_beats_V_significantly[32].arch,R1_gbm_clf,R1_mlp_reg,True
benchmark_target_swap_summary.json,G_beats_V_significantly[32].diff,-0.41701047876952246,-0.31058873882669236,False
benchmark_target_swap_summary.json,G_beats_V_significantly[32].diff_hi,-0.07694424637029205,-0.05590892308541902,False
benchmark_target_swap_summary.json,G_beats_V_significantly[32].diff_lo,-0.7239443198504754,-0.6384833089348607,False
benchmark_target_swap_summary.json,G_beats_V_significantly[32].eta_G,0.22593349863541992,-0.09831008128973509,False
benchmark_target_swap_summary.json,G_beats_V_significantly[32].eta_V,-0.19107698013410257,-0.4088988201164274,False
benchmark_target_swap_summary.json,G_beats_V_significantly[32].quota,0.1,0.5,False
benchmark_target_swap_summary.json,G_beats_V_significantly[33].diff,-0.6108197348243262,-0.2246330766494568,False
benchmark_target_swap_summary.json,G_beats_V_significantly[33].diff_hi,-0.12534192662995194,-0.04518864047108281,False
benchmark_target_swap_summary.json,G_beats_V_significantly[33].diff_lo,-1.1370677097958186,-0.4504772466099731,False
benchmark_target_swap_summary.json,G_beats_V_significantly[33].eta_G,0.4186633814231275,0.22921973352185013,False
benchmark_target_swap_summary.json,G_beats_V_significantly[33].eta_V,-0.19215635340119866,0.00458665687239332,False
benchmark_target_swap_summary.json,G_beats_V_significantly[33].quota,0.2,0.1,False
benchmark_target_swap_summary.json,G_beats_V_significantly[34].diff,-0.6332604573717627,-0.29139586459805866,False
benchmark_target_swap_summary.json,G_beats_V_significantly[34].diff_hi,-0.10443848819541554,-0.053168071558472044,False
benchmark_target_swap_summary.json,G_beats_V_significantly[34].diff_lo,-1.354431860182295,-0.5884373981489548,False
benchmark_target_swap_summary.json,G_beats_V_significantly[34].eta_G,0.29700615328924845,0.295982521470452,False
benchmark_target_swap_summary.json,G_beats_V_significantly[34].eta_V,-0.3362543040825143,0.00458665687239332,False
benchmark_target_swap_summary.json,G_beats_V_significantly[34].g_variant,dE_exact,dE_E6_risk_weighted,True
benchmark_target_swap_summary.json,G_beats_V_significantly[34].quota,0.3,0.1,False
benchmark_target_swap_summary.json,G_beats_V_significantly[35].diff,-0.7275715305698874,-0.7275083048113514,False
benchmark_target_swap_summary.json,G_beats_V_significantly[35].diff_hi,-0.00895807765176801,-0.05118089790293137,False
benchmark_target_swap_summary.json,G_beats_V_significantly[35].diff_lo,-1.603910897413526,-1.4802947612385382,False
benchmark_target_swap_summary.json,G_beats_V_significantly[35].eta_G,0.20255754307176918,0.575309823063561,False
benchmark_target_swap_summary.json,G_beats_V_significantly[35].eta_V,-0.5250139874981182,-0.15219848174779038,False
benchmark_target_swap_summary.json,G_beats_V_significantly[35].g_variant,dE_exact,dE_E6_risk_weighted,True
benchmark_target_swap_summary.json,G_beats_V_significantly[35].quota,0.5,0.3,False
benchmark_target_swap_summary.json,G_beats_V_significantly[36].arch,gate_gbm,R1_gbm_clf,True
benchmark_target_swap_summary.json,G_beats_V_significantly[36].diff,-0.16460081093687529,-0.7553325015420023,False
benchmark_target_swap_summary.json,G_beats_V_significantly[36].diff_hi,-0.02845261730012834,-0.08347221956001194,False
benchmark_target_swap_summary.json,G_beats_V_significantly[36].diff_lo,-0.3438163909227212,-1.7209095244307933,False
benchmark_target_swap_summary.json,G_beats_V_significantly[36].eta_G,0.22295998903313488,0.39292006404181856,False
benchmark_target_swap_summary.json,G_beats_V_significantly[36].eta_V,0.058359178096259595,-0.36241243750018365,False
benchmark_target_swap_summary.json,G_beats_V_significantly[36].quota,0.1,0.5,False
benchmark_target_swap_summary.json,G_beats_V_significantly[37].arch,R1_gbm_clf,R1_gbm_reg,True
benchmark_target_swap_summary.json,G_beats_V_significantly[37].diff,-0.48402001629099084,-0.5551896117956536,False
benchmark_target_swap_summary.json,G_beats_V_significantly[37].diff_hi,-0.08635838595616441,-0.29887789934207054,False
benchmark_target_swap_summary.json,G_beats_V_significantly[37].diff_lo,-0.7594403698733732,-0.7230814766563298,False
benchmark_target_swap_summary.json,G_beats_V_significantly[37].eta_G,0.29294303615688827,0.6270236487186223,False
benchmark_target_swap_summary.json,G_beats_V_significantly[37].eta_V,-0.19107698013410257,0.07183403692296864,False
benchmark_target_swap_summary.json,G_beats_V_significantly[37].g_variant,dE_E6_risk_weighted,primary,True
benchmark_target_swap_summary.json,G_beats_V_significantly[37].geometry,mono,n/a,True
benchmark_target_swap_summary.json,G_beats_V_significantly[37].system,traj,pdm_closed,True
benchmark_target_swap_summary.json,G_beats_V_significantly[37].target,JB,safety,True
benchmark_target_swap_summary.json,G_beats_V_significantly[37].track,KITTI,nuPlan,True
